Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Ph,Moisture,Soil_Type,Crop_Type,fertilizer
61.96,23.38,30.6,26.2,61.2,6.61,14.1,Sandy,Maize,Single Super Phosphate
44,34.2,64.23,29,79.5,6.24,25.1,Loam,Tobacco,20-20-0
80.5,29.12,38.9,34.7,86.8,6.86,37.1,Clay Loam,Jute,15-15-15
57.52,35.51,35.88,29.4,51.6,6.62,20.5,Loam,Sorghum,17-17-17
50.55,46.78,31.68,28.2,51.1,6.53,25.4,Loam,Sunflower,17-17-17
106.74,41.66,83.28,26.6,74.5,6.49,20.7,Loam,Mango,15-15-15
74.05,26.81,29.96,22.6,58,7,14.8,Sandy,Wheat,Muriate of Potash
11.13,32.56,25.03,30.2,72.9,7.31,12.6,Sandy,Groundnut,Urea
93.31,40.52,45.24,33.6,65.9,6.93,20.7,Loam,Cotton,15-15-15
97.56,36.58,73.83,28.8,63.9,6.98,24.4,Loam,Mango,15-15-15
44.5,21.61,23.49,34.7,69.7,6.45,28.5,Loam,Sesame,20-20-0
57.52,29.72,59.08,25.1,54.6,6.4,23.7,Loam,Chilli,14-35-14
109.09,33.58,89.88,24.1,73.4,6.97,23.9,Loam,Citrus,15-15-15
84.25,34.39,41.78,29.8,69.1,6.94,24.1,Sandy Loam,Maize,Urea
27.08,41.15,23.39,28.6,68.4,5.52,33.7,Clay Loam,Chickpea,19-19-19
52.04,32.39,103.99,25.1,71,6.41,26.5,Silt Loam,Tobacco,15-15-15
111.96,64.94,56.51,21.6,69.8,5.83,31.9,Clay Loam,Maize,15-15-15
13.85,39.09,12.59,30,79.1,6.63,22.2,Sandy Loam,Green Gram,19-19-19
77.85,34.58,107.13,24.5,64.7,5.99,37.9,Clay,Grapes,15-15-15
177.8,49.37,73.65,23.4,78.7,6.11,37.7,Clay,Maize,15-15-15
113.68,48.66,42.61,18.6,72.5,6.93,29.6,Loam,Maize,15-15-15
60.71,56.67,45.12,22.4,53.8,5.71,34.5,Clay Loam,Sunflower,15-15-15
11.6,38.79,26.45,32.6,62.4,7.21,10,Sandy,Groundnut,Urea
73.81,55.25,49.6,24.1,50.2,6.69,34.1,Clay Loam,Sunflower,15-15-15
36.63,29.63,34.61,31.2,70.6,6.68,12.1,Sandy,Brinjal,28-28-0
116.93,48.05,219.09,31.7,80.4,6.98,35.1,Clay Loam,Banana,15-15-15
15.7,44.38,22.03,20.4,69.6,6.99,26,Loam,Chickpea,19-19-19
11.67,36.37,20.44,24.8,61.1,7.08,15,Loamy Sand,Soybean,19-19-19
18.48,69.35,40.21,24.9,75.5,6.74,28.9,Loam,Soybean,Urea
58.34,21.13,45.53,17.8,73.9,7.95,9,Sandy,Onion,Single Super Phosphate
90.17,41.56,48.33,29.9,69.8,6.55,31.9,Silt Loam,Maize,Urea
18.72,26.7,14.11,26,72.9,6.18,17.6,Sandy Loam,Pigeonpea,20-20-0
53.76,31.2,37.54,25.7,67.3,6.41,34,Silt Loam,Okra,17-17-17
100.17,52.64,83.19,19,84.3,6.8,24.1,Loam,Cauliflower,15-15-15
88.46,38.13,58.2,24.2,62.2,5.78,30.6,Clay Loam,Brinjal,15-15-15
110.76,40.5,46.37,26.8,68,6.26,30.7,Clay Loam,Sorghum,15-15-15
70.83,25.41,31,25.6,54.7,6.27,34.9,Silt Loam,Sorghum,15-15-15
101.22,55.6,97.25,16.9,83.1,6.34,27,Silt Loam,Cauliflower,15-15-15
93.77,35.43,42.49,17.4,64,6.02,34.6,Clay Loam,Mustard,DAP
17.79,33.73,38.45,32.2,64.7,6.97,21.6,Sandy Loam,Groundnut,Urea
57.21,48.96,38.35,24.3,58.2,6.58,37.9,Clay,Sunflower,17-17-17
64.49,30.44,36.65,21.3,56.2,6.39,23.1,Loam,Mustard,DAP
80.96,51.09,37.72,16.5,56.2,6.22,23.9,Loam,Wheat,15-15-15
120.49,55.33,78.1,29.7,66.9,5.95,45.3,Clay,Mango,15-15-15
133.5,68.89,118.1,18.8,70.5,6.74,46.6,Clay,Cabbage,15-15-15
55.49,30.9,23.01,12.7,59.2,6.05,17.9,Sandy Loam,Barley,Muriate of Potash
159.44,53.34,286.37,26.3,83.5,5.62,47.6,Clay,Banana,15-15-15
88.23,51.34,36.75,25,71.8,6.29,20.7,Loam,Maize,Urea
38.98,24.32,30.41,31.7,51.5,6.37,38.7,Clay,Sesame,28-28-0
56.93,35.53,27.66,30.7,65.9,5.59,44.1,Clay,Sesame,Muriate of Potash
82.36,44.29,87.2,29.9,66.6,6.59,43.5,Clay,Brinjal,15-15-15
108.04,58.38,85.29,15.2,74.1,5.53,33.6,Clay Loam,Cabbage,15-15-15
200.32,42.45,222.02,30.9,77.2,6.33,47.6,Clay,Banana,15-15-15
72.44,34.72,36.62,30.9,71.3,7.4,17.5,Loamy Sand,Brinjal,15-15-15
67.4,47.27,98.42,21.5,69.6,5.63,45.8,Clay,Grapes,15-15-15
211.66,80.98,67.85,25.1,70.1,5.77,35.4,Clay Loam,Sugarcane,15-15-15
18.4,74.39,50.15,20.2,67.9,6.84,35.2,Clay Loam,Soybean,Urea
102.26,50.76,91.18,28.2,61.3,5.94,35.7,Clay,Tomato,15-15-15
15.92,38.94,22.97,29.1,65.6,5.91,38,Clay Loam,Pigeonpea,19-19-19
87.25,34.73,34.65,29.6,81,6.68,45.5,Clay,Rice,15-15-15
147.78,56.3,94.57,25.8,70.1,6.25,44.2,Clay,Mango,15-15-15
131.2,48.7,85.77,16.2,76.5,6.21,33.8,Silt Loam,Cabbage,15-15-15
66.8,28.99,66.33,24.1,74.8,6.53,27.9,Silt Loam,Brinjal,15-15-15
17.3,47.69,17.7,34.9,72.1,6.84,25.7,Silt Loam,Black Gram,19-19-19
9.37,21.24,23.11,25.4,72.2,7.41,14.3,Sandy,Groundnut,20-20-0
18.91,49.04,51.1,21.5,78.3,6.43,28.8,Silt Loam,Soybean,Urea
21.63,44.45,19.61,25.6,78.4,6.98,29.3,Silt Loam,Pigeonpea,19-19-19
139.71,53.59,44.78,23.5,76.4,5.53,43.7,Clay,Maize,15-15-15
99.66,25.92,186.14,23.8,72.9,6.38,18.9,Sandy Loam,Banana,15-15-15
55.98,26.86,76.98,22.1,73.4,6.4,26.3,Silt Loam,Tobacco,15-15-15
32.16,20.67,12.88,27.6,73.2,7.93,12.9,Sandy,Jute,20-20-0
9.89,36.44,9.77,30,55.6,6.63,12.8,Sandy,Chickpea,19-19-19
18.2,41.34,26.8,31.8,76.4,6.77,14.2,Loamy Sand,Groundnut,Urea
70.17,48.35,29.7,17.9,66.1,6.03,20.9,Sandy Loam,Wheat,Muriate of Potash
94.61,43.08,99.5,27.2,67.7,6.01,25.8,Silt Loam,Tomato,15-15-15
55.25,20.65,45.28,20.8,53.5,6.39,18,Loamy Sand,Chilli,Single Super Phosphate
106.3,34.28,47.6,19,74.7,5.67,31,Clay Loam,Onion,15-15-15
75.76,24.5,43.21,27.3,73.1,6.19,15,Loamy Sand,Maize,Single Super Phosphate
100.56,34.33,50.65,28.1,69.3,6.05,31.1,Silt Loam,Brinjal,15-15-15
41.34,21.33,24.75,25,72.7,7.62,9.7,Sandy,Okra,20-20-0
127.94,35.15,66.71,22.5,71.2,6.95,31.1,Silt Loam,Citrus,15-15-15
129.98,34.4,169.3,22.4,79.5,6.43,15.2,Sandy Loam,Banana,15-15-15
103.48,36.39,127.93,16.9,64.6,6.11,27.7,Silt Loam,Grapes,15-15-15
19,41.94,19.25,30.9,78.2,6.45,22.3,Loam,Black Gram,19-19-19
15.04,45.11,23.22,26.3,62.1,6.59,17.4,Sandy Loam,Groundnut,19-19-19
21.11,57.84,17.99,25.8,52,6.94,28.4,Silt Loam,Chickpea,19-19-19
113.27,51.36,46.99,27.4,61.3,6.84,37.9,Clay Loam,Brinjal,15-15-15
17.04,36.48,16.18,20.7,59.4,6.64,24.3,Sandy Loam,Lentil,19-19-19
51.1,26.34,46.03,33.3,63.3,6.8,21.8,Loam,Okra,15-15-15
57.71,30.85,45.17,31.3,67.2,6.68,10,Sandy,Grapes,17-17-17
35.77,16.79,19.24,30.3,51.1,7.43,18.3,Loamy Sand,Sesame,20-20-0
82.5,36.55,78.67,27.2,52.1,6.56,15.7,Sandy Loam,Grapes,15-15-15
68.65,22.77,29.23,26,66,6.07,24.2,Sandy Loam,Cotton,12-32-16
11.39,36.78,11.45,28,56.1,6.47,19,Loamy Sand,Chickpea,19-19-19
135.56,41.7,79.76,26.1,61.2,5.73,32.2,Clay Loam,Citrus,15-15-15
63.86,22.85,24.25,34.4,61.7,6.82,16.2,Loamy Sand,Cotton,12-32-16
54.84,35.3,26.5,17.9,56.7,6.35,17,Sandy Loam,Mustard,Muriate of Potash
81.73,29.8,99.26,31.4,62.8,6.65,15.8,Sandy Loam,Grapes,15-15-15
12.23,49.82,28.74,24.3,72.2,6.91,19.6,Sandy Loam,Soybean,Urea
73.9,22.3,45.58,28.6,61,6.72,13.2,Loamy Sand,Citrus,Single Super Phosphate
25.3,53.64,35.12,27.5,67.4,5.6,35.8,Clay Loam,Groundnut,Urea
13.27,38.13,17.07,20.3,61.2,6.35,24.2,Loam,Lentil,19-19-19
76.54,45,42.14,18.1,64.6,6.33,42.2,Clay,Mustard,15-15-15
56.71,38.51,32.33,33.7,50,6.3,38.2,Clay,Sesame,DAP
36.69,27.55,22.74,26.7,59.8,7.16,10,Sandy,Sunflower,Muriate of Potash
90.99,65.26,92.35,15.9,79.9,6.55,29.3,Silt Loam,Potato,15-15-15
17.04,52.82,44.42,32,61.2,6.67,22.4,Loam,Groundnut,Urea
14.72,62.93,39.21,26.1,73.4,6.24,24.4,Loam,Soybean,Urea
108.2,70.51,104.67,22.7,76.6,6.67,29.6,Silt Loam,Potato,15-15-15
12.92,44.2,16.73,21.7,51.3,6.8,16.6,Sandy Loam,Chickpea,19-19-19
18.02,35.61,11.9,22.1,60.7,7.27,17.8,Loamy Sand,Lentil,19-19-19
52.92,30.36,20.28,15.7,64.3,6.02,20.8,Sandy Loam,Mustard,Muriate of Potash
61.25,23.99,37.23,21.3,64.3,6.37,32.3,Clay Loam,Barley,Single Super Phosphate
80.41,30.19,43.74,16.7,60.6,6.63,46.7,Clay,Barley,15-15-15
68.21,34.81,45.65,33.2,74.1,6.66,21,Loam,Okra,17-17-17
45.02,25.04,77.08,17.9,68,6.81,15.7,Sandy Loam,Grapes,20-20-0
22.87,63.1,55.87,26.4,76.1,6.42,49.7,Clay,Groundnut,Urea
149.11,44.94,102.2,15.4,79.8,5.58,31.2,Clay Loam,Cauliflower,15-15-15
105.33,53.56,124.47,16.7,81.4,5.7,41.8,Clay,Cauliflower,15-15-15
48.92,18.24,46.04,24.5,78.2,7.17,13.9,Sandy,Mango,DAP
46.48,26.06,16.41,33.3,75.4,6.71,17.2,Loamy Sand,Jute,Muriate of Potash
109.7,33.23,40.42,29.9,84.1,5.54,34.5,Clay Loam,Rice,15-15-15
51.42,25.57,82.16,25.5,78.3,6.59,24,Loam,Tobacco,15-15-15
20.44,21.71,19.56,34.4,55,7.04,18.5,Loamy Sand,Sesame,20-20-0
9.91,23.36,12.48,21.1,64.7,7.07,14,Sandy,Lentil,20-20-0
76.02,19.89,152.33,28.1,78.1,7.19,15,Loamy Sand,Banana,DAP
171.09,38.22,89.1,30.2,75,6.58,28.4,Loam,Sugarcane,15-15-15
124.34,40.44,86.71,15.4,79.5,6.81,28.5,Silt Loam,Cabbage,15-15-15
100.38,32.53,61.16,28.3,79.4,6.75,24.9,Loam,Citrus,15-15-15
42.41,42.77,38.25,29.7,69.6,6.35,29.9,Loam,Sunflower,DAP
39.02,21.6,27.65,22.7,62.6,6.54,12.4,Sandy,Sunflower,20-20-0
92.52,64.18,96.37,27.1,70.5,5.78,36,Clay Loam,Tomato,15-15-15
22.31,54.06,26.51,27.6,78.4,6.35,40.3,Clay,Pigeonpea,Urea
55.11,31.87,30.08,32.3,75.8,6.66,16.2,Loamy Sand,Cotton,14-35-14
40.99,18.98,22.22,27.7,53.1,6.77,19.4,Sandy Loam,Sesame,20-20-0
18.48,59.96,40.32,26,69.6,6.14,22.9,Sandy Loam,Soybean,Urea
17.27,40.29,19.68,29.1,68.2,7.34,12.5,Loamy Sand,Groundnut,19-19-19
12.51,43.9,37.61,31.4,75.9,6.61,16.9,Sandy Loam,Groundnut,Urea
127.41,43.65,73.77,23.8,65.5,6.47,30.6,Silt Loam,Tomato,15-15-15
92.3,28.86,67.66,28.2,67.9,6.42,28.1,Silt Loam,Chilli,14-35-14
110.12,50.49,87.71,24.8,71.4,6.24,35.2,Clay Loam,Mango,15-15-15
185.54,58.33,77.88,27.7,75.4,6.95,31.5,Silt Loam,Sugarcane,15-15-15
73.36,32.29,32.52,25,63.6,6.55,10.4,Sandy,Maize,Urea
88.45,59.45,45.32,29,63.1,6.06,29.8,Silt Loam,Maize,Urea
106.04,24.72,33.17,29.1,67.7,6.14,14.4,Loamy Sand,Maize,Single Super Phosphate
19.47,14.7,18.03,33.7,51,6.74,9.9,Sandy,Sesame,Urea
49.89,37.79,108.19,21.9,79.9,6.71,31.4,Clay Loam,Tobacco,15-15-15
161.25,73.86,65.35,31,70.4,6.81,31.8,Silt Loam,Sugarcane,15-15-15
141.62,57.37,55.85,19.4,58.7,6.25,37,Clay Loam,Wheat,15-15-15
91.02,55.52,50.65,16.3,72.6,6.76,34.7,Clay Loam,Onion,15-15-15
97.47,56.75,67.28,22,58.9,6.97,33.7,Clay Loam,Chilli,15-15-15
28.28,46.33,24.6,31.1,73.3,5.62,49,Clay,Green Gram,19-19-19
149.92,28.29,198.11,29.7,82.2,6.14,27.8,Loam,Banana,15-15-15
159.8,63.31,60.35,23.1,74.6,6.59,36.3,Clay Loam,Maize,15-15-15
11.63,23.18,12.43,22.7,57.7,6.53,10.7,Sandy,Chickpea,20-20-0
57.44,19.76,27.49,24.9,79.6,6.61,19.5,Loamy Sand,Rice,DAP
61.06,39.95,112.25,21.8,70.6,5.57,35,Clay Loam,Tobacco,15-15-15
38.58,13,49.15,24.5,64.8,7.46,9.1,Sandy,Tobacco,DAP
23.38,58.57,51.85,23.9,69.3,6.3,27.4,Silt Loam,Soybean,Urea
27.58,64.8,53.76,29.7,61.5,5.9,38,Clay,Soybean,Urea
119.73,40.31,65.27,24.8,66.2,6.57,48.1,Clay,Brinjal,15-15-15
16.98,67.58,46.51,24.1,64.3,6.78,31.7,Silt Loam,Soybean,Urea
123.05,43.94,49.78,24.5,72.6,6.6,26.7,Loam,Maize,15-15-15
41.34,20.24,20.32,22.7,57.3,6.74,9.8,Sandy,Mustard,20-20-0
125.29,54.02,123.77,24.2,73.3,6.98,36.7,Clay Loam,Tomato,15-15-15
16.08,40.34,19.18,34.9,72.5,6.78,20.4,Sandy Loam,Black Gram,19-19-19
66.53,37.83,41.63,27,76.2,7.83,12.1,Sandy,Sugarcane,Urea
82.24,47.35,90.38,28,69.2,6.74,39.2,Clay Loam,Mango,15-15-15
80.25,20.19,54.16,25.5,73.9,6.53,18.6,Loamy Sand,Citrus,Single Super Phosphate
54.33,20.01,53.3,20.9,67.3,6.9,9.6,Sandy,Citrus,Single Super Phosphate
19.54,46.45,24.05,27.7,73,6,40.5,Clay,Black Gram,19-19-19
55.68,34.34,24.72,20.3,64.8,6.89,29.6,Loam,Barley,Muriate of Potash
12.05,35.35,14.95,33.2,60.2,6.81,16.4,Sandy Loam,Green Gram,19-19-19
30.75,43.86,21.83,20.8,67.1,6.55,47,Clay,Chickpea,Muriate of Potash
82.32,25.25,62.41,26.2,73.3,6.23,21.4,Loam,Citrus,15-15-15
87.59,31.56,50.82,15.2,82.9,6.22,23.2,Sandy Loam,Cauliflower,15-15-15
15.11,31.31,29.4,22.9,61.9,7.36,16.8,Loamy Sand,Soybean,Urea
45.69,21.94,35.85,31.1,60.4,6.2,19.8,Sandy Loam,Okra,Single Super Phosphate
70.7,47.41,93.17,18.7,83.2,6.09,16.7,Loamy Sand,Potato,15-15-15
12.35,29.19,18.73,33.1,67.5,7.55,9.4,Sandy,Groundnut,20-20-0
95.39,39.1,88.13,19.3,78,6.02,22.3,Loam,Cabbage,15-15-15
102.71,60.5,50.92,30.2,81.9,6.47,28.3,Loam,Sugarcane,15-15-15
107.6,35.29,49.11,21.2,53.2,6.3,39.7,Clay Loam,Chilli,15-15-15
20.4,34.7,40.2,21.8,78.2,6.06,24.5,Sandy Loam,Soybean,Urea
55.56,21.08,33.27,16.1,65.1,6.79,29.4,Silt Loam,Barley,Single Super Phosphate
70.01,44.33,50.38,28.8,63.4,6.26,23.8,Loam,Brinjal,15-15-15
10.23,17.52,14.42,25.6,77.7,6.69,8.5,Sandy,Black Gram,20-20-0
48.07,23.87,37.61,17.9,69.9,7.25,10.3,Sandy,Onion,Single Super Phosphate
22.73,46.81,24.17,29.2,60.7,6.21,34.2,Silt Loam,Chickpea,19-19-19
83.35,31.57,34.23,21,53.9,5.77,43.3,Clay,Mustard,DAP
63.35,33.56,28.34,29.1,84.6,6.26,20.8,Loam,Jute,Muriate of Potash
21.11,53.06,24.74,26.4,78.2,6.39,41.9,Clay,Black Gram,19-19-19
16.68,51.65,20.21,32,78.6,6.28,30.2,Clay Loam,Black Gram,19-19-19
89.83,46.76,69.84,26,75.7,6.12,33.5,Silt Loam,Mango,15-15-15
14.61,38.52,50.86,29.5,65.1,6.52,31.8,Silt Loam,Groundnut,Urea
187.3,37.46,168.83,28.2,72.3,6.91,30,Clay Loam,Banana,15-15-15
55.53,38.64,35.33,31.5,61.5,6.79,20.2,Sandy Loam,Brinjal,17-17-17
144.58,40.99,90.62,17.2,85,6.61,26,Silt Loam,Cabbage,15-15-15
35.51,20.91,32.62,23.5,72.6,6.52,11.7,Sandy,Onion,28-28-0
89.21,42.78,137.98,24.5,73.3,6.34,27.1,Silt Loam,Potato,15-15-15
8.47,28.36,14.67,19.3,61.8,6.58,13.7,Sandy,Lentil,20-20-0
155.19,62.66,91.16,17.5,81.5,6.13,28.1,Silt Loam,Cabbage,15-15-15
104.35,56.8,60.85,31.9,74.6,6.84,49,Clay,Cotton,15-15-15
15.32,39.19,20.67,31.3,79.8,6.92,29,Silt Loam,Pigeonpea,19-19-19
49.73,19.3,43.85,30.5,68.8,7.35,9.3,Sandy,Citrus,DAP
97.93,46.56,74.87,32.2,55.5,6.67,26.5,Silt Loam,Grapes,15-15-15
51.94,33.4,34.26,17.4,68.7,6.05,28.9,Loam,Mustard,DAP
47.39,22.91,22.43,28.2,70.6,7.27,19.6,Loamy Sand,Okra,20-20-0
131.26,66.05,61,29.3,60.3,6.16,45,Clay,Maize,15-15-15
81.76,26.95,52.41,28.8,64,6.07,29.6,Loam,Brinjal,15-15-15
95.56,45.49,33.5,31.6,70.5,6.33,27.6,Silt Loam,Rice,15-15-15
56.61,32.22,49.18,34.9,76.2,6.47,32.2,Silt Loam,Okra,17-17-17
58.75,42.16,95,23.9,70.5,6.51,45.9,Clay,Tobacco,15-15-15
62.57,44.85,92.58,17.3,72.9,7.52,10.9,Sandy,Potato,15-15-15
59.39,36.97,43.39,32.5,74.5,6.28,20.2,Loam,Cotton,17-17-17
58.22,41.06,40.06,24,84.5,6.58,15.5,Sandy Loam,Rice,17-17-17
142.8,66.03,84.19,19.7,76.8,5.87,39.7,Clay,Cabbage,15-15-15
17.35,45.81,14.01,23.3,57.9,6.19,21.9,Sandy Loam,Chickpea,19-19-19
12.54,24.13,13.6,32.7,76.7,7.21,17,Loamy Sand,Green Gram,20-20-0
95.84,25.33,66.02,18.9,80.1,6.15,20,Loamy Sand,Cabbage,15-15-15
20.54,26.58,16.91,25.9,67.2,6.57,28.8,Loam,Black Gram,20-20-0
161.11,31.95,182.48,34.2,81.2,6.55,27.5,Silt Loam,Banana,15-15-15
14.29,49.25,28.45,28,61.6,6.19,26.9,Loam,Soybean,Urea
70.92,38.58,36.64,28.5,79.4,6.96,28.5,Silt Loam,Rice,15-15-15
59.81,42.22,86.65,18.3,77.1,6.42,12,Loamy Sand,Potato,15-15-15
24.46,44.49,18.13,27.3,60.2,6.97,38.3,Clay Loam,Green Gram,19-19-19
30.76,21.42,14.86,15.3,63.3,7.34,11.2,Sandy,Barley,20-20-0
18.58,12.71,13.15,26.8,62.5,6.94,9.1,Sandy,Sesame,Urea
15.73,43.82,14.64,21.9,52.5,6.39,12.8,Loamy Sand,Chickpea,19-19-19
62.31,29.19,53.98,17.4,78.5,7.06,12.4,Loamy Sand,Cauliflower,15-15-15
53.03,45.79,34.81,27.5,54.5,6.91,42.3,Clay,Sunflower,17-17-17
93.47,36.09,68.12,31.2,68.4,6.81,18.8,Sandy Loam,Citrus,15-15-15
52.41,33.2,24.83,27.3,76.1,6.68,33.9,Silt Loam,Jute,Muriate of Potash
78.98,45.15,32.62,21,61.1,5.99,32.2,Clay Loam,Sunflower,15-15-15
52.8,22.34,28.36,32.4,74.7,7.98,10.1,Sandy,Cotton,12-32-16
109.2,47.15,42.25,19.1,61.8,6.06,29.9,Loam,Wheat,15-15-15
58.62,26.8,19.48,12.3,67.3,6.4,17.6,Sandy Loam,Barley,Muriate of Potash
40.01,22.91,20.8,19,67.1,6.29,14.6,Loamy Sand,Barley,20-20-0
10.62,29.22,17.81,28.4,72.8,7.44,18.4,Loamy Sand,Black Gram,20-20-0
64.66,49.17,49.47,28.6,64.4,6.87,34.3,Clay Loam,Cotton,17-17-17
129.6,45.53,285.69,25.8,79,5.81,41.2,Clay,Banana,15-15-15
72.79,34.75,69.51,31.3,77.9,6,19.5,Loamy Sand,Citrus,15-15-15
8.69,19.8,10.91,22.3,58,6.54,11.3,Sandy,Lentil,20-20-0
92.33,30.37,29.07,27.6,56.1,6.6,29.7,Silt Loam,Sorghum,Muriate of Potash
77.67,32.29,71.87,16.2,82.3,7.06,12,Loamy Sand,Cauliflower,15-15-15
103.85,39.94,67.91,27.3,65.1,6.04,28.4,Loam,Mango,15-15-15
105.27,64.47,100.73,15.9,76.3,6.13,37.6,Clay Loam,Cauliflower,15-15-15
52.98,43.59,97.19,22.9,72.2,6.79,18.9,Loamy Sand,Potato,15-15-15
57.3,42.57,54.26,23.6,74.7,6.5,9.6,Sandy,Potato,Muriate of Potash
36.26,33.47,24.85,34.3,60.3,6.19,41.5,Clay,Sesame,Muriate of Potash
116.56,37.3,78.6,26.4,66.5,6.53,21.5,Sandy Loam,Sugarcane,15-15-15
18.88,52.89,34.89,24.2,79.2,6.27,20.8,Sandy Loam,Soybean,Urea
25.23,32.06,16.01,33.1,68.7,6.01,36.1,Clay Loam,Green Gram,20-20-0
90.28,35.7,112.19,27.5,67.8,6.7,35.3,Clay Loam,Mango,15-15-15
72.52,41.28,133.75,16.2,54.4,6.84,31.2,Clay Loam,Grapes,15-15-15
49.69,31.91,37.19,26,71.6,6.68,31.8,Silt Loam,Okra,20-20-0
150.02,60.7,86.51,30.4,78.1,6.59,26.6,Silt Loam,Sugarcane,15-15-15
61.64,45.06,62.4,25.5,55,6.11,29,Loam,Chilli,15-15-15
10.95,26.12,11.46,31.7,72.1,6.87,13.7,Sandy,Black Gram,20-20-0
155.21,25.76,193.39,33.1,79.6,6.51,24.6,Sandy Loam,Banana,15-15-15
65.1,32.97,114.27,20.9,65.8,6.98,47.2,Clay,Tobacco,15-15-15
50.73,19.84,27.04,28.1,65.1,7.34,9.6,Sandy,Sorghum,DAP
74.42,41.14,32.4,26.1,82.3,6.71,25.5,Silt Loam,Rice,15-15-15
52.85,25.81,37.99,31.5,61.1,5.53,36.8,Clay,Okra,15-15-15
124.44,30.08,70.59,31.4,62,6.09,25.9,Silt Loam,Citrus,15-15-15
123.75,37.29,52.38,19.8,76.4,6.6,22.8,Loam,Cabbage,15-15-15
73.63,42.2,60.36,24.6,69.6,6.81,23.8,Loam,Mango,15-15-15
14.09,26.94,9.8,30.1,68.9,7.14,11.8,Sandy,Pigeonpea,20-20-0
70.84,43.36,96.73,18.1,83.4,6.44,17.9,Sandy Loam,Potato,15-15-15
132.41,22.9,155.2,28.3,75.1,6.75,21.8,Sandy Loam,Banana,Single Super Phosphate
16.08,32.73,13.56,28.9,60.5,6.69,18.1,Sandy Loam,Pigeonpea,20-20-0
18.77,53.09,21.31,21.4,68.9,6.56,32.6,Clay Loam,Lentil,19-19-19
15.68,37.67,19.2,27.8,76.4,6.18,22.6,Sandy Loam,Green Gram,19-19-19
79.09,65.42,102.82,24.9,72.3,6.46,27.3,Loam,Potato,15-15-15
75.95,34.19,155.49,30.2,57.5,5.73,36.4,Clay,Grapes,15-15-15
185.12,66.29,55.14,24,80,6.28,49.5,Clay,Maize,15-15-15
54.36,34.44,35.56,25.7,50.9,6.15,24.2,Sandy Loam,Sunflower,DAP
82.93,31.02,27.07,24.2,65.9,6.43,15.7,Sandy Loam,Mustard,Muriate of Potash
69.54,35.23,45.88,27.8,77.2,6,27.4,Silt Loam,Okra,17-17-17
49.05,28.54,20.23,26.8,54.7,6.66,19.7,Sandy Loam,Sorghum,Muriate of Potash
13.93,29.22,21.82,34.6,60.2,6.96,12.3,Sandy,Groundnut,20-20-0
118.98,29.11,90.04,28.3,64.3,6.11,32.5,Silt Loam,Mango,15-15-15
12.62,45.04,25.87,22.5,66.7,6.27,29.2,Loam,Soybean,Urea
54.91,35.68,51.56,23.1,56.5,6.89,19.3,Loamy Sand,Chilli,17-17-17
74.87,48.39,56.78,22.2,70.4,6.21,29.5,Silt Loam,Onion,15-15-15
94.86,41.77,64.73,15.1,80.1,6.75,16.6,Loamy Sand,Cauliflower,15-15-15
60.93,29.82,37.72,33.6,62,6.3,25,Loam,Okra,15-15-15
14.86,36.09,25.11,34,77.3,6.31,33.5,Silt Loam,Pigeonpea,Urea
102.9,40.48,80.93,18.3,65.2,6.46,38.6,Clay,Onion,15-15-15
81.09,51.34,36.73,32.9,73.9,6.52,34.7,Clay Loam,Cotton,15-15-15
8.5,21.2,13.29,34.9,60.1,7.26,14.5,Sandy,Pigeonpea,20-20-0
71.39,40.71,56.21,28.7,66.2,6.77,34.4,Silt Loam,Mango,15-15-15
22.26,29.61,14.7,31.3,70.9,6.01,23.9,Loam,Black Gram,20-20-0
27.26,36.18,20.44,30.6,77.1,6.3,39.7,Clay Loam,Black Gram,19-19-19
122.1,54.67,147.19,31.6,55.1,5.84,48,Clay,Grapes,15-15-15
45.37,25.04,24.95,16.4,59.8,7.22,10.3,Sandy,Mustard,Muriate of Potash
69.88,41.22,59.2,22.9,66.7,6.42,17.6,Sandy Loam,Grapes,17-17-17
88.12,32.38,32.67,15.1,69.6,6.81,20.4,Loam,Mustard,DAP
143.11,45.13,60.72,25,67.7,6.61,42.3,Clay,Wheat,15-15-15
20.49,50.66,37.52,22.9,64.8,6.32,28.1,Loam,Soybean,Urea
62.09,40.31,60.43,23.9,78.3,6.16,14.3,Loamy Sand,Potato,Muriate of Potash
84.47,30.62,33.45,27.6,50.6,6.84,27.9,Silt Loam,Sorghum,15-15-15
43.43,22.27,32.48,28.8,64.2,6.76,39.6,Clay Loam,Sesame,Single Super Phosphate
11.28,32.93,13.74,29.7,61.5,6.5,16.2,Sandy Loam,Pigeonpea,20-20-0
101.7,32.76,52.88,28.2,67.1,5.77,38.4,Clay Loam,Cotton,14-35-14
16.04,84.46,37.56,29.4,66,6.75,36.6,Clay Loam,Soybean,Urea
123.42,58.7,45.23,33.1,74.2,5.59,48.9,Clay,Cotton,15-15-15
24.98,19.1,21.24,30.7,61.5,6.26,21.3,Sandy Loam,Sesame,20-20-0
83.99,38.82,60.94,24.3,71.7,6.05,27.2,Loam,Mango,15-15-15
49.77,34.08,45.02,20.1,61.3,6.92,29.1,Loam,Sunflower,20-20-0
59.44,24.3,25.74,31.8,60.3,6.88,20.9,Sandy Loam,Cotton,12-32-16
